DOI,Aesthetic Metrics,Aesthetic Resolution,Aesthetic Tag,Aesthetic cleanup,Application Domain,Authors,Bibtex Key,Checked By,Cleaned-Up Venue,Collect,Constraints,Doubt,Drawing Dimensionality,Duplicate,Evaluation Methodology,Filled in by,Graph Feature Clean-up,Graph Features,Highlight,How Was the Optimization Achieved?,Keep,Last edited by,Last edited time,Number of Graphs,Optimization Approach,Optimization Approach cleaned,Optimization Level,Paper Type,Place,Place 1,Read By,Source,Title,Type Tag,URL,Venue,Visualization Type,Visualization Type cleanup,Year,|E| Range,|V| Range
10.1016/j.jcss.2025.103692,,,,,,"Walter Didimo, Siddharth Gupta, Meirav Zehavi",,Sara,Journal of Computer and System Sciences,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 20, 2025 11:12 AM",,,,,,,,Henry,Science Direct,Parameterized Approaches to Orthogonal Compaction,,https://www.sciencedirect.com/science/article/pii/S0022000025000741?dgcid=api_sd_search-api-endpoint,Journal of Computer and System Sciences,,,2025,,
10.1016/j.engappai.2025.110462,"Angular resolution, Crossing Number, Edge Length, Line Orthogonality, Node Evenness",Drawing,"Angular Resolution, Edge Crossings, Edge Length",Crossings,"Agnostic, Power Grid","Chen Yang, Shengyang Wu, Dongyuan Shi",yang_efficient_2025,Sara,Engineering Applications of Artificial Intelligence,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Case Study, Looking at Pictures",Sara,,Simple Graph,No,Layout Algorithm,Yes,Velitchko Filipov,"October 16, 2025 11:29 AM",4,Neural Network,Machine Learning,Layout,"Algorithm, Comparison, Evaluation",,,Henry,Science Direct,Efficient generation of power system topology diagrams based on Graph Neural Network,,https://www.sciencedirect.com/science/article/pii/S0952197625004622?dgcid=api_sd_search-api-endpoint,Engineering Applications of Artificial Intelligence,Straight-Line Node-Link Diagram,Node-Link,2025,46-179,39-118
10.1016/j.softx.2025.102034,"Angular resolution, Crossing Number, Edge Length",,,Crossings,,"Anatoliy Gruzd, Jingwei Zhang, Philip Mai",,Sara,SoftwareX,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 29, 2025 2:04 PM",,,,,,,,Henry,Science Direct,GraphOptima: A graph layout optimization framework for visualizing large networks,,https://www.sciencedirect.com/science/article/pii/S2352711025000019?dgcid=api_sd_search-api-endpoint,SoftwareX,,,2025,,
10.1016/j.ins.2024.121642,Fairness,"Drawing, Ensemble",,,Agnostic,"Peter Eades, Seokhee Hong, Stephen Wismath",eades_introducing_2025,Sara,Information Sciences,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,Computational (Aesthetic),Sara,,Simple Graph,Yes,Layout Algorithm,Yes,Velitchko Filipov,"October 15, 2025 1:30 PM",54,Exact (ILP),Exact,Layout,"Aesthetic, Algorithm, Evaluation",,,Henry,Science Direct,Introducing fairness in network visualization,,https://www.sciencedirect.com/science/article/pii/S0020025524015561?dgcid=api_sd_search-api-endpoint,Information Sciences,"Orthogonal Node-Link Diagram, Straight-Line Node-Link Diagram",Node-Link,2025,100-6000,500-14000
10.1016/j.cag.2023.09.010,"Crossings, Number of Split Nodes",Drawing,Edge Crossings,,Agnostic,"Henry Ehlers, Anaïs Villedieu, Hsiang-Yun Wu",ehlers_improving_2023,Sara,Computers & Graphics,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Computational (Run Time), Looking at Pictures, User Study (Quantitative)",Henry,,Simple Graph,No,Vertex Splitting,Yes,Velitchko Filipov,"October 15, 2025 1:30 PM",8,"Exact (ILP), Heuristic (other)",Exact,Drawing,"Algorithm, Evaluation",,,Henry,Science Direct,"Improving readability of static, straight-line graph drawings: A first look at edge crossing resolution through iterative vertex splitting",,https://www.sciencedirect.com/science/article/pii/S0097849323002339?dgcid=api_sd_search-api-endpoint,Computers & Graphics,Straight-Line Node-Link Diagram,Node-Link,2023,,12-25
10.1016/j.ins.2023.119331,,,,,,"Van-Vang Le, Phu Pham, Bay Vo",,Sara,Information Sciences,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 20, 2025 11:12 AM",,,,,,,,Henry,Science Direct,Enhancing Anchor Link Prediction in Information Networks through Integrated Embedding Techniques,,https://www.sciencedirect.com/science/article/pii/S0020025523009167?dgcid=api_sd_search-api-endpoint,Information Sciences,,,2023,,
10.1016/j.cag.2023.05.001,"Coverage, Crossing Number, Swing Amplitude",Drawing,Edge Crossings,Crossings,Agnostic,"Zhe Xu, Buwei Zhou, Qiang Lu",xu_neatsankey_2023,Sara,Computers & Graphics,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Computational (Aesthetic), Computational (Run Time)",Sara,,Layered (n-layers),No,"Edge Bundling, Layout Algorithm",Yes,Diana Marin,"October 15, 2025 5:30 PM",25,"Heuristic (force-directed), Heuristic (other)",Heuristic,Layout,"Algorithm, Comparison, Evaluation",,,Henry,Science Direct,NeatSankey: Sankey diagrams with improved readability based on node positioning and edge bundling,,https://www.sciencedirect.com/science/article/pii/S0097849323000481?dgcid=api_sd_search-api-endpoint,Computers & Graphics,Sankey,Flow Graph,2023,21-340,17-153
10.1016/j.cola.2023.101198,,,,,,"Adam Drogemuller, Andrew Cunningham, Bruce H. Thomas",,Sara,Journal of Computer Languages,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 20, 2025 11:12 AM",,,,,,,,Henry,Science Direct,Aesthetics and comprehension of curved 3D graphs in Virtual Reality,,https://www.sciencedirect.com/science/article/pii/S2590118423000084?dgcid=api_sd_search-api-endpoint,Journal of Computer Languages,,,2023,,
10.1016/j.eswa.2022.118733,"Crossing Number, Edge-Edge occlusion, Total Edge Length",Drawing,"Edge Crossings, Edge Length",Crossings,Power Grid,"Nemanja Kovačev, Milan Gavrić, Imre Lendák",kovacev_algorithm_2023,Sara,Expert Systems with Applications,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,Yes,2D,No,Computational (Run Time),Sara,,"Nodes Have Dimensions, Port Constraints",No,"Edge Routing, Layout Algorithm",Yes,Diana Marin,"October 15, 2025 5:19 PM",2515,Heuristic (other),,Layout,Algorithm,,,Henry,Science Direct,Algorithm for visualizing substation areas in electric power systems,,https://www.sciencedirect.com/science/article/pii/S095741742201750X?dgcid=api_sd_search-api-endpoint,Expert Systems with Applications,Rectlininear Node-Link Diagram,Node-Link,2023,,756-1975
10.1016/j.visinf.2022.04.001,,,,,,"Shijun Cai, Seok-Hee Hong, Weidong Huang",,Sara,Visual Informatics,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 29, 2025 2:57 PM",,,,,,,,Henry,Science Direct,A machine learning approach for predicting human shortest path task performance,,https://www.sciencedirect.com/science/article/pii/S2468502X22000183?dgcid=api_sd_search-api-endpoint,Visual Informatics,,,2022,,
10.1016/j.cosrev.2020.100266,,,,,,"Muhammad Hammad, Hamid Abdul Basit, Rainer Koschke",,Sara,Computer Science Review,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 20, 2025 10:35 AM",,,,,,,,Henry,Science Direct,A systematic mapping study of clone visualization,,https://www.sciencedirect.com/science/article/pii/S1574013719302679?dgcid=api_sd_search-api-endpoint,Computer Science Review,,,2020,,
10.1016/j.physa.2019.122948,"Crossing Number, Edge Length, Node Distribution",Drawing,"Edge Crossings, Edge Length, Overlap",Crossings,"Agnostic, Social Networks","Ge Huang, Yong Li, Xin Lu",huang_planet_2020,Sara,Physica A: Statistical Mechanics and its Applications,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Computational (Aesthetic), Computational (Run Time)",Sara,"Clustered, Hierarchy","Compound Graph, Hierarchical",No,Layout Algorithm,Yes,Diana Marin,"October 15, 2025 5:38 PM",2000,Heuristic (other),,Layout,"Algorithm, Comparison, Evaluation",,,Henry,Science Direct,PLANET: A radial layout algorithm for network visualization,,https://www.sciencedirect.com/science/article/pii/S037843711931670X?dgcid=api_sd_search-api-endpoint,Physica A: Statistical Mechanics and its Applications,"Radial, Straight-Line Node-Link Diagram",Node-Link,2020,-5000,500-5000
10.1016/j.jvlc.2018.08.004,"Bends, Crossing Number, Edge-Node Overlap, Symmetry",Drawing,"Edge Bends, Edge Crossings, Overlap",Crossings,Agnostic,"Chun-Cheng Lin, Weidong Huang, Wen-Lin Chen",lin_evaluating_2018,Sara,Journal of Visual Languages & Computing,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,User Study (Quantitative),Sara,,Simple Graph,No,Layout Algorithm,Yes,Velitchko Filipov,"October 15, 2025 12:06 PM",,Manual,,Layout,Evaluation,,,Henry,Science Direct,Evaluating aesthetics for user-sketched layouts of symmetric graphs,,https://www.sciencedirect.com/science/article/pii/S1045926X18301204?dgcid=api_sd_search-api-endpoint,Journal of Visual Languages & Computing,Straight-Line Node-Link Diagram,Node-Link,2018,,
10.1016/j.jvlc.2017.11.008,"Angular resolution, Crossing Number, Edge Length",Drawing,"Angular Resolution, Edge Crossings, Edge Length",Crossings,Agnostic,"Severino F. Galán, Ole J. Mengshoel",galan_neighborhood_2018,Sara,Journal of Visual Languages & Computing,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,Computational (Aesthetic),Sara,,Simple Graph,No,,Yes,Velitchko Filipov,"October 15, 2025 12:06 PM",14,Heuristic (other),,Layout,"Algorithm, Comparison, Evaluation",,,Henry,Science Direct,Neighborhood beautification: Graph layout through message passing,,https://www.sciencedirect.com/science/article/pii/S1045926X16300477?dgcid=api_sd_search-api-endpoint,Journal of Visual Languages & Computing,Straight-Line Node-Link Diagram,Node-Link,2018,160-48232,100-16840
